date,player_1,player_2,winner,p1_rank,p2_rank
2024-04-22,Lorenzo Musetti,Thiago Seyboth Wild,Thiago Seyboth Wild,29.0,63.0
2024-04-22,Carlos Alcaraz,Alexander Shevchenko,Carlos Alcaraz,3.0,59.0
2024-04-22,Richard Gasquet,Lorenzo Sonego,Lorenzo Sonego,116.0,52.0
2024-04-22,Pavel Kotov,Albert Ramos,Pavel Kotov,72.0,105.0
2024-04-22,Alejandro Tabilo,Flavio Cobolli,Flavio Cobolli,38.0,64.0
2024-04-22,Roberto Bautista Agut,Daniel Elahi Galan,Roberto Bautista Agut,86.0,89.0
2024-04-22,Yannick Hanfmann,Jakub Mensik,Jakub Mensik,58.0,74.0
2024-04-22,Felix Auger Aliassime,Yoshihito Nishioka,Felix Auger Aliassime,35.0,78.0
2024-04-22,Alex Michelsen,Joao Fonseca,Joao Fonseca,70.0,242.0
2024-04-22,Miomir Kecmanovic,Zhizhen Zhang,Miomir Kecmanovic,66.0,49.0
2024-04-22,Christopher Oconnell,Matteo Arnaldi,Matteo Arnaldi,67.0,36.0
2024-04-22,Max Purcell,Marcos Giron,Max Purcell,80.0,51.0
2024-04-22,Dominik Koepfer,Roberto Carballes Baena,Roberto Carballes Baena,54.0,68.0
2024-04-22,Tomas Machac,Emil Ruusuvuori,Tomas Machac,50.0,71.0
2024-04-22,Darwin Blanch,Rafael Nadal,Rafael Nadal,1028.0,512.0
2024-04-22,Pedro Cachin,Sebastian Ofner,Pedro Cachin,91.0,45.0
2024-04-22,Aleksandar Kovacevic,Hamad Medjedovic,Hamad Medjedovic,97.0,130.0
2024-04-22,Thiago Monteiro,Dusan Lajovic,Thiago Monteiro,118.0,65.0
2024-04-22,Thanasi Kokkinakis,Jack Draper,Jack Draper,93.0,43.0
2024-04-22,Daniel Altmaier,Martin Landaluce,Daniel Altmaier,61.0,322.0
2024-04-22,Zizou Bergs,Luca Van Assche,Luca Van Assche,103.0,99.0
2024-04-22,Luciano Darderi,Gael Monfils,Luciano Darderi,60.0,40.0
2024-04-22,Pablo Llamas Ruiz,Lukas Klein,Lukas Klein,146.0,120.0
2024-04-22,Fabian Marozsan,Aslan Karatsev,Fabian Marozsan,37.0,48.0
2024-04-22,Facundo Diaz Acosta,Denis Shapovalov,Denis Shapovalov,47.0,132.0
2024-04-22,Borna Coric,Benjamin Hassan,Borna Coric,34.0,159.0
2024-04-22,Brandon Nakashima,Facundo Bagnis,Facundo Bagnis,81.0,136.0
2024-04-22,Juncheng Shang,Corentin Moutet,Juncheng Shang,111.0,88.0
2024-04-22,Aleksandar Vukic,Taro Daniel,Taro Daniel,62.0,85.0
2024-04-22,Mariano Navone,Alexei Popyrin,Mariano Navone,41.0,46.0
2024-04-22,Christopher Eubanks,Botic Van De Zandschulp,Botic Van De Zandschulp,44.0,115.0
2024-04-22,Jaume Munar,Nuno Borges,Jaume Munar,73.0,56.0
2024-04-22,Roman Safiullin,Thiago Seyboth Wild,Thiago Seyboth Wild,42.0,63.0
2024-04-22,Alexander Shevchenko,Arthur Rinderknech,Alexander Shevchenko,59.0,77.0
2024-05-06,Nicolas Jarry,Alexander Zverev,Alexander Zverev,24.0,5.0
2024-05-06,Alexander Zverev,Alejandro Tabilo,Alexander Zverev,5.0,32.0
2024-05-06,Tommy Paul,Nicolas Jarry,Nicolas Jarry,16.0,24.0
2024-05-06,Alejandro Tabilo,Zhizhen Zhang,Alejandro Tabilo,32.0,56.0
2024-05-06,Taylor Fritz,Alexander Zverev,Alexander Zverev,13.0,5.0
2024-05-06,Nicolas Jarry,Stefanos Tsitsipas,Nicolas Jarry,24.0,8.0
2024-05-06,Hubert Hurkacz,Tommy Paul,Tommy Paul,9.0,16.0
2024-05-06,Alejandro Tabilo,Karen Khachanov,Alejandro Tabilo,32.0,18.0
2024-05-06,Thiago Monteiro,Zhizhen Zhang,Zhizhen Zhang,106.0,56.0
2024-05-06,Alexander Zverev,Nuno Borges,Alexander Zverev,5.0,53.0
2024-05-06,Grigor Dimitrov,Taylor Fritz,Taylor Fritz,10.0,13.0
2024-05-06,Stefanos Tsitsipas,Alex De Minaur,Stefanos Tsitsipas,8.0,11.0
2024-05-06,Alexandre Muller,Nicolas Jarry,Nicolas Jarry,109.0,24.0
2024-05-06,Hubert Hurkacz,Sebastian Baez,Hubert Hurkacz,9.0,19.0
2024-05-06,Daniil Medvedev,Tommy Paul,Tommy Paul,4.0,16.0
2024-05-06,Alejandro Tabilo,Novak Djokovic,Alejandro Tabilo,32.0,1.0
2024-05-06,Francisco Cerundolo,Karen Khachanov,Karen Khachanov,22.0,18.0
2024-05-06,Zhizhen Zhang,Ben Shelton,Zhizhen Zhang,56.0,14.0
2024-05-06,Miomir Kecmanovic,Thiago Monteiro,Thiago Monteiro,58.0,106.0
2024-05-06,Alexander Zverev,Luciano Darderi,Alexander Zverev,5.0,54.0
2024-05-06,Francesco Passaro,Nuno Borges,Nuno Borges,240.0,53.0
2024-05-06,Taylor Fritz,Sebastian Korda,Taylor Fritz,13.0,27.0
2024-05-06,Terence Atmane,Grigor Dimitrov,Grigor Dimitrov,137.0,10.0
2024-05-06,Stefanos Tsitsipas,Cameron Norrie,Stefanos Tsitsipas,8.0,30.0
2024-05-06,Felix Auger Aliassime,Alex De Minaur,Alex De Minaur,20.0,11.0
2024-05-06,Nicolas Jarry,Stefano Napolitano,Nicolas Jarry,24.0,125.0
2024-05-06,Andrey Rublev,Alexandre Muller,Alexandre Muller,6.0,109.0
2024-05-06,Hubert Hurkacz,Tomas Martin Etcheverry,Hubert Hurkacz,9.0,28.0
2024-05-06,Holger Rune,Sebastian Baez,Sebastian Baez,12.0,19.0
2024-05-06,Tommy Paul,Dominik Koepfer,Tommy Paul,16.0,52.0
2024-05-06,Hamad Medjedovic,Daniil Medvedev,Daniil Medvedev,121.0,4.0
2024-05-06,Novak Djokovic,Corentin Moutet,Novak Djokovic,1.0,83.0
2024-05-06,Yannick Hanfmann,Alejandro Tabilo,Alejandro Tabilo,59.0,32.0
2024-05-06,Francisco Cerundolo,Matteo Gigante,Francisco Cerundolo,22.0,139.0
2024-05-06,Alexander Shevchenko,Karen Khachanov,Karen Khachanov,60.0,18.0
2024-05-06,Ben Shelton,Pavel Kotov,Ben Shelton,14.0,63.0
2024-05-06,Adrian Mannarino,Zhizhen Zhang,Zhizhen Zhang,21.0,56.0
2024-05-06,Thiago Monteiro,Jordan Thompson,Thiago Monteiro,106.0,35.0
2024-05-06,Casper Ruud,Miomir Kecmanovic,Miomir Kecmanovic,7.0,58.0
2024-05-06,Alexander Zverev,Aleksandar Vukic,Alexander Zverev,5.0,70.0
2024-05-06,Mariano Navone,Luciano Darderi,Luciano Darderi,31.0,54.0
2024-05-06,Francesco Passaro,Tallon Griekspoor,Francesco Passaro,240.0,26.0
2024-05-06,Alexander Bublik,Nuno Borges,Nuno Borges,17.0,53.0
2024-05-06,Taylor Fritz,Fabio Fognini,Taylor Fritz,13.0,92.0
2024-05-06,Flavio Cobolli,Sebastian Korda,Sebastian Korda,57.0,27.0
2024-05-06,Terence Atmane,Lorenzo Musetti,Terence Atmane,137.0,29.0
2024-05-06,Yoshihito Nishioka,Grigor Dimitrov,Grigor Dimitrov,80.0,10.0
2024-05-06,Stefanos Tsitsipas,Jan Lennard Struff,Stefanos Tsitsipas,8.0,41.0
2024-05-06,Jaume Munar,Cameron Norrie,Cameron Norrie,68.0,30.0
2024-05-06,Felix Auger Aliassime,Botic Van De Zandschulp,Felix Auger Aliassime,20.0,112.0
2024-05-06,Roberto Carballes Baena,Alex De Minaur,Alex De Minaur,62.0,11.0
2024-05-06,Stefano Napolitano,Juncheng Shang,Stefano Napolitano,125.0,105.0
2024-05-06,Matteo Arnaldi,Nicolas Jarry,Nicolas Jarry,37.0,24.0
2024-05-06,Alexandre Muller,Arthur Fils,Alexandre Muller,109.0,34.0
2024-05-06,Marcos Giron,Andrey Rublev,Andrey Rublev,49.0,6.0
2024-05-06,Hubert Hurkacz,Rafael Nadal,Hubert Hurkacz,9.0,305.0
2024-05-06,Thiago Seyboth Wild,Tomas Martin Etcheverry,Tomas Martin Etcheverry,61.0,28.0
2024-05-06,Sebastian Baez,Dusan Lajovic,Sebastian Baez,19.0,64.0
2024-05-06,Luca Nardi,Holger Rune,Holger Rune,81.0,12.0
2024-05-06,Tommy Paul,Aslan Karatsev,Tommy Paul,16.0,86.0
2024-05-06,Frances Tiafoe,Dominik Koepfer,Dominik Koepfer,25.0,52.0
2024-05-06,Hamad Medjedovic,Alejandro Davidovich Fokina,Hamad Medjedovic,121.0,33.0
2024-05-06,Jack Draper,Daniil Medvedev,Daniil Medvedev,40.0,4.0
2024-05-06,Corentin Moutet,Roman Safiullin,Corentin Moutet,83.0,39.0
2024-05-06,Jakub Mensik,Yannick Hanfmann,Yannick Hanfmann,65.0,59.0
2024-05-06,Matteo Gigante,Giulio Zeppieri,Matteo Gigante,139.0,144.0
2024-05-06,Fabian Marozsan,Alexander Shevchenko,Alexander Shevchenko,36.0,60.0
2024-05-06,Pavel Kotov,Alex Michelsen,Pavel Kotov,63.0,69.0
2024-05-06,Daniel Elahi Galan,Zhizhen Zhang,Zhizhen Zhang,90.0,56.0
2024-05-06,Thiago Monteiro,Gael Monfils,Thiago Monteiro,106.0,38.0
2024-05-06,Brandon Nakashima,Miomir Kecmanovic,Miomir Kecmanovic,72.0,58.0
2024-05-06,Aleksandar Vukic,Diego Schwartzman,Aleksandar Vukic,70.0,142.0
2024-05-06,Denis Shapovalov,Luciano Darderi,Luciano Darderi,126.0,54.0
2024-05-06,Francesco Passaro,Arthur Rinderknech,Francesco Passaro,240.0,73.0
2024-05-06,Pedro Martinez,Nuno Borges,Nuno Borges,51.0,53.0
2024-05-06,Fabio Fognini,Daniel Evans,Fabio Fognini,92.0,67.0
2024-05-06,Maximilian Marterer,Flavio Cobolli,Flavio Cobolli,98.0,57.0
2024-05-06,Terence Atmane,Christopher Eubanks,Terence Atmane,137.0,43.0
2024-05-06,Sebastian Ofner,Yoshihito Nishioka,Yoshihito Nishioka,46.0,80.0
2024-05-06,Jan Lennard Struff,Pedro Cachin,Jan Lennard Struff,41.0,99.0
2024-05-06,Rinky Hijikata,Jaume Munar,Jaume Munar,79.0,68.0
2024-05-06,Botic Van De Zandschulp,Nicolas Moreno De Alboran,Botic Van De Zandschulp,112.0,136.0
2024-05-06,Christopher Oconnell,Roberto Carballes Baena,Roberto Carballes Baena,66.0,62.0
2024-05-06,Stefano Napolitano,J J Wolf,Stefano Napolitano,125.0,101.0
2024-05-06,Harold Mayot,Matteo Arnaldi,Matteo Arnaldi,130.0,37.0
2024-05-06,Alexandre Muller,Marton Fucsovics,Alexandre Muller,109.0,50.0
2024-05-06,Emil Ruusuvuori,Marcos Giron,Marcos Giron,71.0,49.0
2024-05-06,Rafael Nadal,Zizou Bergs,Rafael Nadal,305.0,108.0
2024-05-06,Gregoire Barrere,Thiago Seyboth Wild,Thiago Seyboth Wild,115.0,61.0
2024-05-06,Dusan Lajovic,Lorenzo Sonego,Dusan Lajovic,64.0,47.0
2024-05-06,Daniel Altmaier,Luca Nardi,Luca Nardi,78.0,81.0
2024-05-06,Aslan Karatsev,Mackenzie Mcdonald,Aslan Karatsev,86.0,76.0
2024-05-06,Andrea Vavassori,Dominik Koepfer,Dominik Koepfer,168.0,52.0
2024-05-06,Hamad Medjedovic,Alexei Popyrin,Hamad Medjedovic,121.0,42.0
