date,player_1,player_2,winner,target
2024-01-01,Grigor Dimitrov,Holger Rune,Grigor Dimitrov,1
2024-01-01,Roman Safiullin,Holger Rune,Holger Rune,0
2024-01-01,Grigor Dimitrov,Jordan Thompson,Grigor Dimitrov,1
2024-01-01,James Duckworth,Holger Rune,Holger Rune,0
2024-01-01,Roman Safiullin,Matteo Arnaldi,Roman Safiullin,1
2024-01-01,Rafael Nadal,Jordan Thompson,Jordan Thompson,0
2024-01-01,Grigor Dimitrov,Rinky Hijikata,Grigor Dimitrov,1
2024-01-01,Alexander Shevchenko,Holger Rune,Holger Rune,0
2024-01-01,James Duckworth,Yannick Hanfmann,James Duckworth,1
2024-01-01,Alexei Popyrin,Roman Safiullin,Roman Safiullin,0
2024-01-01,Matteo Arnaldi,Lukas Klein,Matteo Arnaldi,1
2024-01-01,Jason Kubler,Rafael Nadal,Rafael Nadal,0
2024-01-01,Jordan Thompson,Ugo Humbert,Jordan Thompson,1
2024-01-01,Tomas Machac,Rinky Hijikata,Rinky Hijikata,0
2024-01-01,Grigor Dimitrov,Daniel Altmaier,Grigor Dimitrov,1
2024-01-01,Max Purcell,Holger Rune,Holger Rune,0
2024-01-01,Alexander Shevchenko,Luca Van Assche,Alexander Shevchenko,1
2024-01-01,J J Wolf,James Duckworth,James Duckworth,0
2024-01-01,Yannick Hanfmann,Sebastian Korda,Yannick Hanfmann,1
2024-01-01,Ben Shelton,Roman Safiullin,Roman Safiullin,0
2024-01-01,Alexei Popyrin,Christopher Oconnell,Alexei Popyrin,1
2024-01-01,Marton Fucsovics,Matteo Arnaldi,Matteo Arnaldi,0
2024-01-01,Lukas Klein,Sebastian Baez,Lukas Klein,1
2024-01-01,Aslan Karatsev,Jason Kubler,Jason Kubler,0
2024-01-01,Rafael Nadal,Dominic Thiem,Rafael Nadal,1
2024-01-01,Aleksandar Vukic,Jordan Thompson,Jordan Thompson,0
2024-01-01,Ugo Humbert,Alex Michelsen,Ugo Humbert,1
2024-01-01,Tomas Martin Etcheverry,Tomas Machac,Tomas Machac,0
2024-01-01,Rinky Hijikata,Thanasi Kokkinakis,Rinky Hijikata,1
2024-01-01,Li Tu,Daniel Altmaier,Daniel Altmaier,0
2024-01-01,Grigor Dimitrov,Andy Murray,Grigor Dimitrov,1
2024-01-01,Hubert Hurkacz,Alexander Zverev,Alexander Zverev,0
2024-01-01,Hubert Hurkacz,Adrian Mannarino,Hubert Hurkacz,1
2024-01-01,Alexander Zverev,Alex De Minaur,Alex De Minaur,0
2024-01-01,Hubert Hurkacz,Zhizhen Zhang,Hubert Hurkacz,1
2024-01-01,Adrian Mannarino,Casper Ruud,Casper Ruud,0
2024-01-01,Alex De Minaur,Novak Djokovic,Alex De Minaur,1
2024-01-01,Stefanos Tsitsipas,Alexander Zverev,Alexander Zverev,0
2024-01-01,Alejandro Davidovich Fokina,Hubert Hurkacz,Alejandro Davidovich Fokina,1
2024-01-01,Thiago Seyboth Wild,Hubert Hurkacz,Hubert Hurkacz,0
2024-01-01,Alejandro Davidovich Fokina,Thiago Seyboth Wild,Alejandro Davidovich Fokina,1
2024-01-01,Steven Diez,Stefanos Tsitsipas,Stefanos Tsitsipas,0
2024-01-01,Nicolas Jarry,Stefanos Sakellaridis,Nicolas Jarry,1
2024-01-01,Steven Diez,Nicolas Jarry,Nicolas Jarry,0
2024-01-01,Taylor Fritz,Cameron Norrie,Taylor Fritz,1
2024-01-01,Taylor Fritz,Alex De Minaur,Alex De Minaur,0
2024-01-01,Cameron Norrie,Alex De Minaur,Cameron Norrie,1
2024-01-01,Lorenzo Sonego,Adrian Mannarino,Adrian Mannarino,0
2024-01-01,Alexander Zverev,Adrian Mannarino,Alexander Zverev,1
2024-01-01,Lorenzo Sonego,Alexander Zverev,Alexander Zverev,0
2024-01-01,Zhizhen Zhang,Jiri Lehecka,Zhizhen Zhang,1
2024-01-01,Jiri Lehecka,Novak Djokovic,Novak Djokovic,0
2024-01-01,Novak Djokovic,Zhizhen Zhang,Novak Djokovic,1
2024-01-01,Tallon Griekspoor,Borna Coric,Borna Coric,0
2024-01-01,Casper Ruud,Borna Coric,Casper Ruud,1
2024-01-01,Tallon Griekspoor,Casper Ruud,Casper Ruud,0
2024-01-01,Andrey Rublev,Emil Ruusuvuori,Andrey Rublev,1
2024-01-01,Juncheng Shang,Andrey Rublev,Andrey Rublev,0
2024-01-01,Emil Ruusuvuori,Sebastian Ofner,Emil Ruusuvuori,1
2024-01-01,Arthur Fils,Andrey Rublev,Andrey Rublev,0
2024-01-01,Juncheng Shang,Frances Tiafoe,Juncheng Shang,1
2024-01-01,Roberto Bautista Agut,Sebastian Ofner,Sebastian Ofner,0
2024-01-01,Emil Ruusuvuori,Pavel Kotov,Emil Ruusuvuori,1
2024-01-01,Liam Broady,Andrey Rublev,Andrey Rublev,0
2024-01-01,Arthur Fils,Marc Andrea Huesler,Arthur Fils,1
2024-01-01,Miomir Kecmanovic,Frances Tiafoe,Frances Tiafoe,0
2024-01-01,Juncheng Shang,Botic Van De Zandschulp,Juncheng Shang,1
2024-01-01,Jan Lennard Struff,Sebastian Ofner,Sebastian Ofner,0
2024-01-01,Roberto Bautista Agut,Francisco Cerundolo,Roberto Bautista Agut,1
2024-01-01,Lorenzo Musetti,Pavel Kotov,Pavel Kotov,0
2024-01-01,Emil Ruusuvuori,Karen Khachanov,Emil Ruusuvuori,1
2024-01-01,Pedro Cachin,Liam Broady,Liam Broady,0
2024-01-01,Marc Andrea Huesler,Vitaliy Sachko,Marc Andrea Huesler,1
2024-01-01,Borna Gojo,Arthur Fils,Arthur Fils,0
2024-01-01,Miomir Kecmanovic,Taro Daniel,Miomir Kecmanovic,1
2024-01-01,Shintaro Mochizuki,Botic Van De Zandschulp,Botic Van De Zandschulp,0
2024-01-01,Juncheng Shang,Laslo Djere,Juncheng Shang,1
2024-01-01,Marin Cilic,Jan Lennard Struff,Jan Lennard Struff,0
2024-01-01,Sebastian Ofner,Mackenzie Mcdonald,Sebastian Ofner,1
2024-01-01,Fabian Marozsan,Roberto Bautista Agut,Roberto Bautista Agut,0
2024-01-01,Lorenzo Musetti,Chak Lam Coleman Wong,Lorenzo Musetti,1
2024-01-01,Nuno Borges,Pavel Kotov,Pavel Kotov,0
2024-01-01,Emil Ruusuvuori,Benjamin Bonzi,Emil Ruusuvuori,1
2024-01-08,Jack Draper,Jiri Lehecka,Jiri Lehecka,0
2024-01-08,Jack Draper,Alexander Bublik,Jack Draper,1
2024-01-08,Sebastian Korda,Jiri Lehecka,Jiri Lehecka,0
2024-01-08,Jack Draper,Tommy Paul,Jack Draper,1
2024-01-08,Lorenzo Musetti,Alexander Bublik,Alexander Bublik,0
2024-01-08,Sebastian Korda,Christopher Oconnell,Sebastian Korda,1
2024-01-08,Nicolas Jarry,Jiri Lehecka,Jiri Lehecka,0
2024-01-08,Tommy Paul,Alex Bolt,Tommy Paul,1
2024-01-08,Miomir Kecmanovic,Jack Draper,Jack Draper,0
2024-01-08,Lorenzo Musetti,Jordan Thompson,Lorenzo Musetti,1
2024-01-08,Daniel Evans,Alexander Bublik,Alexander Bublik,0
2024-01-08,Christopher Oconnell,Alexander Shevchenko,Christopher Oconnell,1
2024-01-08,Lorenzo Sonego,Sebastian Korda,Sebastian Korda,0
2024-01-08,Jiri Lehecka,Dusan Lajovic,Jiri Lehecka,1
2024-01-08,Matteo Arnaldi,Nicolas Jarry,Nicolas Jarry,0
2024-01-08,Alex Bolt,Thiago Seyboth Wild,Alex Bolt,1
2024-01-08,Mackenzie Mcdonald,Miomir Kecmanovic,Miomir Kecmanovic,0
2024-01-08,Jack Draper,Sebastian Baez,Jack Draper,1
2024-01-08,Facundo Diaz Acosta,Jordan Thompson,Jordan Thompson,0
2024-01-08,Daniel Evans,Rinky Hijikata,Daniel Evans,1
2024-01-08,James Mccabe,Alexander Bublik,Alexander Bublik,0
2024-01-08,Alexander Shevchenko,Tomas Martin Etcheverry,Alexander Shevchenko,1
2024-01-08,Arthur Rinderknech,Christopher Oconnell,Christopher Oconnell,0
2024-01-08,Lorenzo Sonego,Yannick Hanfmann,Lorenzo Sonego,1
2024-01-08,Adam Walton,Jiri Lehecka,Jiri Lehecka,0
2024-01-08,Dusan Lajovic,Thanasi Kokkinakis,Dusan Lajovic,1
2024-01-08,Bernabe Zapata Miralles,Matteo Arnaldi,Matteo Arnaldi,0
2024-01-08,Alejandro Tabilo,Taro Daniel,Alejandro Tabilo,1
2024-01-08,Ben Shelton,Taro Daniel,Taro Daniel,0
2024-01-08,Alejandro Tabilo,Arthur Fils,Alejandro Tabilo,1
2024-01-08,Roberto Carballes Baena,Ben Shelton,Ben Shelton,0
2024-01-08,Taro Daniel,Alexandre Muller,Taro Daniel,1
2024-01-08,Daniel Altmaier,Arthur Fils,Arthur Fils,0
2024-01-08,Alejandro Tabilo,Cameron Norrie,Alejandro Tabilo,1
2024-01-08,Fabian Marozsan,Ben Shelton,Ben Shelton,0
2024-01-08,Roberto Carballes Baena,Sebastian Ofner,Roberto Carballes Baena,1
2024-01-08,Francisco Cerundolo,Alexandre Muller,Alexandre Muller,0
2024-01-08,Taro Daniel,Max Purcell,Taro Daniel,1
2024-01-08,Nuno Borges,Arthur Fils,Arthur Fils,0
2024-01-08,Daniel Altmaier,Felix Auger Aliassime,Daniel Altmaier,1
2024-01-08,Botic Van De Zandschulp,Alejandro Tabilo,Alejandro Tabilo,0
2024-01-08,Cameron Norrie,Luca Van Assche,Cameron Norrie,1
2024-01-08,Gael Monfils,Fabian Marozsan,Fabian Marozsan,0
2024-01-08,Roberto Carballes Baena,Roberto Bautista Agut,Roberto Carballes Baena,1
2024-01-08,Denis Shapovalov,Sebastian Ofner,Sebastian Ofner,0
2024-01-08,Alexandre Muller,Benjamin Bonzi,Alexandre Muller,1
2024-01-08,Aleksandar Vukic,Taro Daniel,Taro Daniel,0
2024-01-08,Max Purcell,Kiranpal Pannu,Max Purcell,1
2024-01-08,Richard Gasquet,Arthur Fils,Arthur Fils,0
2024-01-08,Nuno Borges,Alex Michelsen,Nuno Borges,1
2024-01-08,Marcos Giron,Daniel Altmaier,Daniel Altmaier,0
2024-01-08,Botic Van De Zandschulp,Christopher Eubanks,Botic Van De Zandschulp,1
2024-01-08,Borna Gojo,Alejandro Tabilo,Alejandro Tabilo,0
2024-01-08,Luca Van Assche,J J Wolf,Luca Van Assche,1
2024-01-15,Dino Prizmic,Novak Djokovic,Novak Djokovic,0
2024-01-15,Alexei Popyrin,Marc Polmans,Alexei Popyrin,1
2024-01-15,Yannick Hanfmann,Gael Monfils,Gael Monfils,0
2024-01-15,Tomas Martin Etcheverry,Andy Murray,Tomas Martin Etcheverry,1
2024-01-15,Stan Wawrinka,Adrian Mannarino,Adrian Mannarino,0
2024-01-15,Jaume Munar,Alexander Shevchenko,Jaume Munar,1
2024-01-15,Cristian Garin,Christopher Oconnell,Christopher Oconnell,0
2024-01-15,Ben Shelton,Roberto Bautista Agut,Ben Shelton,1
2024-01-15,Facundo Diaz Acosta,Taylor Fritz,Taylor Fritz,0
2024-01-15,Hugo Gaston,Roberto Carballes Baena,Hugo Gaston,1
2024-01-15,Marin Cilic,Fabian Marozsan,Fabian Marozsan,0
2024-01-15,Francisco Cerundolo,Dane Sweeny,Francisco Cerundolo,1
2024-01-15,Benjamin Bonzi,Lorenzo Musetti,Lorenzo Musetti,0
2024-01-15,Luca Van Assche,James Duckworth,Luca Van Assche,1
2024-01-15,Aleksandar Vukic,Jordan Thompson,Jordan Thompson,0
2024-01-15,Stefanos Tsitsipas,Zizou Bergs,Stefanos Tsitsipas,1
2024-01-15,Botic Van De Zandschulp,Jannik Sinner,Jannik Sinner,0
2024-01-15,Jesper De Jong,Pedro Cachin,Jesper De Jong,1
2024-01-15,Jason Kubler,Daniel Elahi Galan,Daniel Elahi Galan,0
2024-01-15,Sebastian Baez,J J Wolf,Sebastian Baez,1
2024-01-15,Borna Coric,Frances Tiafoe,Frances Tiafoe,0
2024-01-15,Tomas Machac,Shintaro Mochizuki,Tomas Machac,1
2024-01-15,Alejandro Tabilo,Aleksandar Kovacevic,Aleksandar Kovacevic,0
2024-01-15,Karen Khachanov,Daniel Altmaier,Karen Khachanov,1
2024-01-15,Milos Raonic,Alex De Minaur,Alex De Minaur,0
2024-01-15,Matteo Arnaldi,Adam Walton,Matteo Arnaldi,1
2024-01-15,Arthur Rinderknech,Pavel Kotov,Pavel Kotov,0
2024-01-15,Flavio Cobolli,Nicolas Jarry,Flavio Cobolli,1
2024-01-15,Vit Kopriva,Sebastian Korda,Sebastian Korda,0
2024-01-15,Quentin Halys,Lloyd Harris,Quentin Halys,1
2024-01-15,Taro Daniel,Christopher Eubanks,Christopher Eubanks,0
2024-01-15,Andrey Rublev,Thiago Seyboth Wild,Andrey Rublev,1
2024-01-15,Yoshihito Nishioka,Holger Rune,Holger Rune,0
2024-01-15,Arthur Cazaux,Laslo Djere,Arthur Cazaux,1
2024-01-15,Jiri Vesely,Arthur Fils,Arthur Fils,0
2024-01-15,Tallon Griekspoor,Roman Safiullin,Tallon Griekspoor,1
2024-01-15,David Goffin,Ugo Humbert,Ugo Humbert,0
2024-01-15,Zhizhen Zhang,Federico Coria,Zhizhen Zhang,1
2024-01-15,Denis Shapovalov,Jakub Mensik,Jakub Mensik,0
2024-01-15,Hubert Hurkacz,Omar Jasika,Hubert Hurkacz,1
2024-01-15,Marton Fucsovics,Grigor Dimitrov,Grigor Dimitrov,0
2024-01-15,Thanasi Kokkinakis,Sebastian Ofner,Thanasi Kokkinakis,1
2024-01-15,Maximilian Marterer,Nuno Borges,Nuno Borges,0
2024-01-15,Alejandro Davidovich Fokina,Constant Lestienne,Alejandro Davidovich Fokina,1
2024-01-15,Dominic Thiem,Felix Auger Aliassime,Felix Auger Aliassime,0
2024-01-15,Hugo Grenier,Alexandre Muller,Hugo Grenier,1
2024-01-15,Patrick Kypson,Emil Ruusuvuori,Emil Ruusuvuori,0
2024-01-15,Daniil Medvedev,Terence Atmane,Daniil Medvedev,1
2024-01-15,Dominik Koepfer,Alexander Zverev,Alexander Zverev,0
2024-01-15,Lukas Klein,Soon Woo Kwon,Lukas Klein,1
2024-01-15,James Mccabe,Alex Michelsen,Alex Michelsen,0
2024-01-15,Jiri Lehecka,Bernabe Zapata Miralles,Jiri Lehecka,1
2024-01-15,Juan Pablo Varillas,Cameron Norrie,Cameron Norrie,0
2024-01-15,Giulio Zeppieri,Dusan Lajovic,Giulio Zeppieri,1
2024-01-15,Mate Valkusz,Max Purcell,Max Purcell,0
2024-01-15,Casper Ruud,Albert Ramos,Casper Ruud,1
2024-01-15,Gregoire Barrere,Tommy Paul,Tommy Paul,0
2024-01-15,Jack Draper,Marcos Giron,Jack Draper,1
2024-01-15,Yosuke Watanuki,Miomir Kecmanovic,Miomir Kecmanovic,0
2024-01-15,Jan Lennard Struff,Rinky Hijikata,Jan Lennard Struff,1
2024-01-15,Alexander Bublik,Sumit Nagal,Sumit Nagal,0
2024-01-15,Juncheng Shang,Mackenzie Mcdonald,Juncheng Shang,1
2024-01-15,Daniel Evans,Lorenzo Sonego,Lorenzo Sonego,0
2024-01-15,Carlos Alcaraz,Richard Gasquet,Carlos Alcaraz,1
2024-01-15,Alexei Popyrin,Novak Djokovic,Novak Djokovic,0
2024-01-15,Tomas Martin Etcheverry,Gael Monfils,Tomas Martin Etcheverry,1
2024-01-15,Jaume Munar,Adrian Mannarino,Adrian Mannarino,0
2024-01-15,Ben Shelton,Christopher Oconnell,Ben Shelton,1
2024-01-15,Hugo Gaston,Taylor Fritz,Taylor Fritz,0
2024-01-15,Fabian Marozsan,Francisco Cerundolo,Fabian Marozsan,1
2024-01-15,Lorenzo Musetti,Luca Van Assche,Luca Van Assche,0
2024-01-15,Stefanos Tsitsipas,Jordan Thompson,Stefanos Tsitsipas,1
2024-01-15,Jesper De Jong,Jannik Sinner,Jannik Sinner,0
2024-01-15,Sebastian Baez,Daniel Elahi Galan,Sebastian Baez,1
2024-01-15,Frances Tiafoe,Tomas Machac,Tomas Machac,0
2024-01-15,Karen Khachanov,Aleksandar Kovacevic,Karen Khachanov,1
2024-01-15,Matteo Arnaldi,Alex De Minaur,Alex De Minaur,0
2024-01-15,Flavio Cobolli,Pavel Kotov,Flavio Cobolli,1
2024-01-15,Quentin Halys,Sebastian Korda,Sebastian Korda,0
2024-01-15,Andrey Rublev,Christopher Eubanks,Andrey Rublev,1
2024-01-15,Holger Rune,Arthur Cazaux,Arthur Cazaux,0
2024-01-15,Tallon Griekspoor,Arthur Fils,Tallon Griekspoor,1
2024-01-15,Zhizhen Zhang,Ugo Humbert,Ugo Humbert,0
2024-01-15,Hubert Hurkacz,Jakub Mensik,Hubert Hurkacz,1
2024-01-15,Thanasi Kokkinakis,Grigor Dimitrov,Grigor Dimitrov,0
2024-01-15,Nuno Borges,Alejandro Davidovich Fokina,Nuno Borges,1
2024-01-15,Hugo Grenier,Felix Auger Aliassime,Felix Auger Aliassime,0
2024-01-15,Daniil Medvedev,Emil Ruusuvuori,Daniil Medvedev,1
2024-01-15,Lukas Klein,Alexander Zverev,Alexander Zverev,0
2024-01-15,Alex Michelsen,Jiri Lehecka,Alex Michelsen,1
2024-01-15,Giulio Zeppieri,Cameron Norrie,Cameron Norrie,0
2024-01-15,Casper Ruud,Max Purcell,Casper Ruud,1
2024-01-15,Jack Draper,Tommy Paul,Tommy Paul,0
2024-01-15,Miomir Kecmanovic,Jan Lennard Struff,Miomir Kecmanovic,1
2024-01-15,Sumit Nagal,Juncheng Shang,Juncheng Shang,0
2024-01-15,Carlos Alcaraz,Lorenzo Sonego,Carlos Alcaraz,1
2024-01-15,Tomas Martin Etcheverry,Novak Djokovic,Novak Djokovic,0
2024-01-15,Adrian Mannarino,Ben Shelton,Adrian Mannarino,1
2024-01-15,Fabian Marozsan,Taylor Fritz,Taylor Fritz,0
2024-01-15,Stefanos Tsitsipas,Luca Van Assche,Stefanos Tsitsipas,1
2024-01-15,Sebastian Baez,Jannik Sinner,Jannik Sinner,0
2024-01-15,Karen Khachanov,Tomas Machac,Karen Khachanov,1
2024-01-15,Flavio Cobolli,Alex De Minaur,Alex De Minaur,0
2024-01-15,Andrey Rublev,Sebastian Korda,Andrey Rublev,1
2024-01-15,Tallon Griekspoor,Arthur Cazaux,Arthur Cazaux,0
2024-01-15,Hubert Hurkacz,Ugo Humbert,Hubert Hurkacz,1
2024-01-15,Grigor Dimitrov,Nuno Borges,Nuno Borges,0
2024-01-15,Daniil Medvedev,Felix Auger Aliassime,Daniil Medvedev,1
2024-01-15,Alex Michelsen,Alexander Zverev,Alexander Zverev,0
2024-01-15,Cameron Norrie,Casper Ruud,Cameron Norrie,1
2024-01-15,Tommy Paul,Miomir Kecmanovic,Miomir Kecmanovic,0
2024-01-15,Carlos Alcaraz,Juncheng Shang,Carlos Alcaraz,1
2024-01-15,Adrian Mannarino,Novak Djokovic,Novak Djokovic,0
2024-01-15,Taylor Fritz,Stefanos Tsitsipas,Taylor Fritz,1
2024-01-15,Karen Khachanov,Jannik Sinner,Jannik Sinner,0
2024-01-15,Andrey Rublev,Alex De Minaur,Andrey Rublev,1
2024-01-15,Arthur Cazaux,Hubert Hurkacz,Hubert Hurkacz,0
2024-01-15,Daniil Medvedev,Nuno Borges,Daniil Medvedev,1
2024-01-15,Cameron Norrie,Alexander Zverev,Alexander Zverev,0
2024-01-15,Carlos Alcaraz,Miomir Kecmanovic,Carlos Alcaraz,1
2024-01-15,Taylor Fritz,Novak Djokovic,Novak Djokovic,0
2024-01-15,Jannik Sinner,Andrey Rublev,Jannik Sinner,1
2024-01-15,Hubert Hurkacz,Daniil Medvedev,Daniil Medvedev,0
2024-01-15,Alexander Zverev,Carlos Alcaraz,Alexander Zverev,1
2024-01-15,Novak Djokovic,Jannik Sinner,Jannik Sinner,0
2024-01-15,Daniil Medvedev,Alexander Zverev,Daniil Medvedev,1
2024-01-15,Daniil Medvedev,Jannik Sinner,Jannik Sinner,0
2024-01-29,Alexander Bublik,Borna Coric,Alexander Bublik,1
2024-01-29,Holger Rune,Borna Coric,Borna Coric,0
2024-01-29,Alexander Bublik,Felix Auger Aliassime,Alexander Bublik,1
2024-01-29,Michael Mmoh,Holger Rune,Holger Rune,0
2024-01-29,Borna Coric,Flavio Cobolli,Borna Coric,1
2024-01-29,Harold Mayot,Felix Auger Aliassime,Felix Auger Aliassime,0
2024-01-29,Alexander Bublik,Alexander Shevchenko,Alexander Bublik,1
2024-01-29,Pablo Llamas Ruiz,Holger Rune,Holger Rune,0
2024-01-29,Michael Mmoh,Alexandre Muller,Michael Mmoh,1
2024-01-29,Pedro Martinez,Borna Coric,Borna Coric,0
2024-01-29,Flavio Cobolli,Constant Lestienne,Flavio Cobolli,1
2024-01-29,Benoit Paire,Harold Mayot,Harold Mayot,0
2024-01-29,Felix Auger Aliassime,Arthur Cazaux,Felix Auger Aliassime,1
2024-01-29,Gregoire Barrere,Alexander Shevchenko,Alexander Shevchenko,0
2024-01-29,Alexander Bublik,Denis Shapovalov,Alexander Bublik,1
2024-01-29,Richard Gasquet,Pablo Llamas Ruiz,Pablo Llamas Ruiz,0
2024-01-29,Michael Mmoh,Benjamin Bonzi,Michael Mmoh,1
2024-01-29,Antoine Escoffier,Alexandre Muller,Alexandre Muller,0
2024-01-29,Pedro Martinez,Jaume Munar,Pedro Martinez,1
2024-01-29,Bernabe Zapata Miralles,Constant Lestienne,Constant Lestienne,0
2024-01-29,Flavio Cobolli,Gael Monfils,Flavio Cobolli,1
2024-01-29,Andy Murray,Benoit Paire,Benoit Paire,0
2024-01-29,Harold Mayot,Lucas Pouille,Harold Mayot,1
2024-01-29,Maximilian Marterer,Arthur Cazaux,Arthur Cazaux,0
2024-01-29,Alexander Shevchenko,Dalibor Svrcina,Alexander Shevchenko,1
2024-01-29,Ugo Blanchet,Gregoire Barrere,Gregoire Barrere,0
2024-01-29,Denis Shapovalov,Hugo Gaston,Denis Shapovalov,1
2024-02-01,Oleksii Krutykh,Sebastian Korda,Sebastian Korda,0
2024-02-01,Christopher Eubanks,Viacheslav Bielinskyi,Christopher Eubanks,1
2024-02-01,Vladyslav Orlov,Taylor Fritz,Taylor Fritz,0
2024-02-02,Gabriel Diallo,Soon Woo Kwon,Gabriel Diallo,1
2024-02-02,Seong Chan Hong,Vasek Pospisil,Vasek Pospisil,0
2024-02-02,Gabriel Diallo,Seong Chan Hong,Gabriel Diallo,1
2024-02-02,Nuno Borges,Otto Virtanen,Otto Virtanen,0
2024-02-02,Emil Ruusuvuori,Joao Sousa,Emil Ruusuvuori,1
2024-02-02,Eero Vasa,Henrique Rocha,Henrique Rocha,0
2024-02-02,Dominik Koepfer,Fabian Marozsan,Dominik Koepfer,1
2024-02-02,Jan Lennard Struff,Marton Fucsovics,Marton Fucsovics,0
2024-02-02,Jan Lennard Struff,Mate Valkusz,Jan Lennard Struff,1
2024-02-02,Kevin Krawietz,Zsombor Piros,Zsombor Piros,0
2024-02-02,Tallon Griekspoor,Marc Andrea Huesler,Tallon Griekspoor,1
2024-02-02,Botic Van De Zandschulp,Leandro Riedi,Leandro Riedi,0
2024-02-02,Tallon Griekspoor,Leandro Riedi,Tallon Griekspoor,1
2024-02-02,Marc Andrea Huesler,Botic Van De Zandschulp,Botic Van De Zandschulp,0
2024-02-02,Lukas Klein,Miomir Kecmanovic,Lukas Klein,1
2024-02-02,Dusan Lajovic,Alex Molcan,Alex Molcan,0
2024-02-02,Lukas Pokorny,Laslo Djere,Lukas Pokorny,1
2024-02-02,Karl Friberg,Thiago Monteiro,Thiago Monteiro,0
2024-02-02,Elias Ymer,Gustavo Heide,Elias Ymer,1
2024-02-02,Elias Ymer,Thiago Monteiro,Thiago Monteiro,0
2024-02-02,Nicolas Mejia,Chris Rodesch,Chris Rodesch,0
2024-02-02,Alex Knaff,Adria Soriano Barrera,Alex Knaff,1
2024-02-02,Alex Knaff,Nicolas Mejia,Nicolas Mejia,0
2024-02-02,Adria Soriano Barrera,Chris Rodesch,Adria Soriano Barrera,1
2024-02-02,Alvaro Guillen Meza,Mohamed Safwat,Mohamed Safwat,0
2024-02-02,Amr Elsayed Abdou Ahmed Mohamed,Emilio Gomez,Amr Elsayed Abdou Ahmed Mohamed,1
2024-02-02,Michael Bassem Sobhy,Andres Andrade,Andres Andrade,0
2024-02-02,Yoshihito Nishioka,Hady Habib,Yoshihito Nishioka,1
2024-02-02,Yosuke Watanuki,Benjamin Hassan,Benjamin Hassan,0
2024-02-02,Yoshihito Nishioka,Benjamin Hassan,Yoshihito Nishioka,1
2024-02-02,Viktor Durasovic,Robert Strombachs,Viktor Durasovic,1
2024-02-02,Martins Rocens,Casper Ruud,Casper Ruud,0
2024-02-02,Nicolai Budkov Kjaer,Davis Rolis,Nicolai Budkov Kjaer,1
2024-02-02,Cem Ilkel,Kiranpal Pannu,Kiranpal Pannu,0
2024-02-02,Yanki Erel,Ajeet Rai,Yanki Erel,1
2024-02-02,Ajeet Rai,Altug Celikbilek,Altug Celikbilek,0
2024-02-02,Sergey Fomin,Hubert Hurkacz,Hubert Hurkacz,0
2024-02-02,Maks Kasnikowski,Khumoun Sultanov,Maks Kasnikowski,1
2024-02-02,Maxim Shin,Kamil Majchrzak,Kamil Majchrzak,0
2024-02-02,Matic Kriznik,Zhizhen Zhang,Zhizhen Zhang,0
2024-02-02,Yi Zhou,Sebastian Dominko,Yi Zhou,1
2024-02-02,Zhizhen Zhang,Sebastian Dominko,Sebastian Dominko,0
2024-02-02,Yi Zhou,Matic Kriznik,Yi Zhou,1
2024-02-02,Diego Duran,Gillian Osmont,Diego Duran,1
2024-02-02,Heve Kelley,Marcelo Arevalo,Marcelo Arevalo,0
2024-02-02,Juan Carlos Fuentes Vasquez,Matavao Fanguna,Juan Carlos Fuentes Vasquez,1
2024-02-02,Moez Echargui,Jesse Flores,Moez Echargui,1
2024-02-02,Rodrigo Crespo Piedra,Aziz Dougaz,Aziz Dougaz,0
2024-02-02,Nam Hoang Ly,Philip Henning,Nam Hoang Ly,1
2024-02-02,Linh Giang Trinh,Kris Van Wyk,Kris Van Wyk,0
2024-02-02,Nam Hoang Ly,Kris Van Wyk,Nam Hoang Ly,1
2024-02-02,Linh Giang Trinh,Philip Henning,Philip Henning,0
2024-02-03,Francisco Cerundolo,Dmitry Popko,Francisco Cerundolo,1
2024-02-03,Tomas Martin Etcheverry,Timofey Skatov,Timofey Skatov,0
2024-02-03,Timofey Skatov,Francisco Cerundolo,Timofey Skatov,1
2024-02-03,Dmitry Popko,Sebastian Baez,Sebastian Baez,0
2024-02-03,Juan Pablo Varillas,Alejandro Tabilo,Alejandro Tabilo,0
2024-02-03,Ignacio Buse,Nicolas Jarry,Ignacio Buse,1
2024-02-03,Juan Pablo Varillas,Nicolas Jarry,Nicolas Jarry,0
2024-02-03,Alejandro Tabilo,Ignacio Buse,Alejandro Tabilo,1
2024-02-03,Marin Cilic,Zizou Bergs,Zizou Bergs,0
2024-02-03,Duje Ajdukovic,Joris De Loore,Duje Ajdukovic,1
2024-02-03,Duje Ajdukovic,Zizou Bergs,Zizou Bergs,0
2024-02-03,Jakub Mensik,Yshai Oliel,Jakub Mensik,1
2024-02-03,Daniel Cukierman,Jiri Lehecka,Jiri Lehecka,0
2024-02-03,Vit Kopriva,Orel Kimhi,Vit Kopriva,1
2024-02-03,Luca Van Assche,Yu Hsiou Hsu,Luca Van Assche,1
2024-02-03,Tung Lin Wu,Adrian Mannarino,Adrian Mannarino,0
2024-02-03,Quentin Halys,Chun Hsin Tseng,Quentin Halys,1
2024-02-03,Nerman Fatic,Dimitar Kuzmanov,Nerman Fatic,1
2024-02-03,Yanaki Milev,Damir Dzumhur,Damir Dzumhur,0
